Timestamp,Transacao ID,Data,Valor,Bandeira,Banco Emissor,Mensagem Processamento,Status Transacao
2024-01-15 12:12:57,927b-d90ce7cf7a9f,1705320777281,5500,mastercard,BANCO SANTANDER (BRASIL) S.A.,TRANSACAO INVALIDA - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:12:57,ae40-098d6b1afe00,1705320777196,4950,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:56,a32c-edb9f4a6a096,1705320776982,495,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:56,abf0-2b76e4845abf,1705320776723,100,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:56,8a73-692fbbc5d8e4,1705320776700,600,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:56,8e7d-fe224409617a,1705320776514,3900,mastercard,"BANCO DO BRASIL, S.A.",SUCESSO,PAID
2024-01-15 12:12:56,b370-a944a59cb263,1705320776477,100,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:56,a4d9-2ed3e9001cd2,1705320776274,26390,visa,Neon Pagamentos S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:55,8405-c9dbf71f2f8f,1705320775881,9540,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:55,b77f-56b5016744e8,1705320775520,100,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:55,8849-80d0bc055447,1705320775391,11100,mastercard,BANCO INTER S.A.,SUCESSO,PAID
2024-01-15 12:12:55,8b1e-17ab9b4d937d,1705320775350,43650,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:54,b260-12d96a6fc083,1705320774696,38700,mastercard,"WILL FINANCEIRA S.A. CREDITO,",SUCESSO,PAID
2024-01-15 12:12:54,ad6a-e3cd2c5d1428,1705320774391,200,visa,Banco BV S.A.,CONTATE A CENTRAL DO SEU CARTAO - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:12:54,a514-95e772bccec7,1705320774332,495,visa,Banco Bradesco S.A.,SUCESSO,PAID
2024-01-15 12:12:54,9c42-cfe608c9a8ec,1705320774192,495,mastercard,BANCO SANTANDER (BRASIL) S.A.,SUCESSO,PAID
2024-01-15 12:12:53,a4ca-294a8371f768,1705320773952,100,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:53,92ca-6c0bf4fe2a9b,1705320773777,30975,mastercard,BANCO BRADESCO S.A.,SUCESSO,PAID
2024-01-15 12:12:53,876a-46f7cf323c28,1705320773402,3000,visa,Banco XP S.A.,SUCESSO,PAID
2024-01-15 12:12:53,bc65-1fb93760c9f1,1705320773384,10460,mastercard,BANCO SANTANDER (BRASIL) S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:53,a3d3-9831f2423e6c,1705320773003,2000,visa,Banco Bradesco S.A.,SUCESSO,PAID
2024-01-15 12:12:52,b401-3209fbd51447,1705320772863,4400,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:52,9884-e41fad1aa35d,1705320772043,19304,visa,Itau Unibanco Holding S.A.,VERIFIQUE OS DADOS DO CARTAO,DECLINED
2024-01-15 12:12:51,b48e-8c767444f0c7,1705320771879,24900,mastercard,NU PAGAMENTOS SA,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:51,a7e7-e5df3a1da255,1705320771780,28600,elo,Banco do Brasil SA,SUCESSO,PAID
2024-01-15 12:12:51,a2c3-cde404e40587,1705320771616,495,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:50,bd5b-3dc6ea3aa5ce,1705320770805,8950,mastercard,BANCO SANTANDER (BRASIL) S.A.,SUCESSO,PAID
2024-01-15 12:12:50,a89e-02c9264d3490,1705320770403,100,visa,"",NAO AUTORIZADO PELO EMISSOR DO CARTAO,DECLINED
2024-01-15 12:12:50,91ec-7543974b2cf4,1705320770389,100,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:49,8a57-7cda8e4adf9b,1705320769736,19900,visa,Itau Unibanco Holding S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:49,b5cd-2f551191ebc4,1705320769718,600,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:49,9077-ee8256c03666,1705320769685,100,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:49,b2f0-33c6d1e5bd80,1705320769598,100,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:49,aefb-c856481a46f8,1705320769553,100,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:49,a255-757c783694c0,1705320769151,100,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:48,af24-79ccacbdc9af,1705320768626,13764,elo,Banco Pan SA,NAO AUTORIZADA,DECLINED
2024-01-15 12:12:48,8d81-c3140dde9833,1705320768167,100,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:47,beb3-344c61d51578,1705320767873,100000,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:47,a16e-11bf77f7938d,1705320767640,100,mastercard,PAGSEGURO INTERNET LTDA,SUCESSO,PAID
2024-01-15 12:12:47,b63b-6a4f1d0a0f7e,1705320767613,9900,mastercard,NU PAGAMENTOS SA,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:47,b838-e25966afb897,1705320767306,495,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:47,9bdd-86a2f406e891,1705320767258,16842,mastercard,BANCO SANTANDER (BRASIL) S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:46,ace0-f3c57dd8bfa8,1705320766952,27741,elo,Banco do Brasil SA,SUCESSO,PAID
2024-01-15 12:12:46,a293-f13ec56a2cd1,1705320766113,301990,mastercard,ITAU UNIBANCO S.A.,TRANSACAO NAO PERMITIDA PARA O CARTAO - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:12:45,a3e9-0dedfb0e1fbb,1705320765736,12766,elo,Pernambucanas Financiadora SA Cred Fin e,SUCESSO,PAID
2024-01-15 12:12:45,a522-bb1dadce30c8,1705320765367,159313,mastercard,ITAU UNIBANCO S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:45,b788-4a7eee95e82e,1705320765122,100000,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:44,b45c-0cbecc42a25f,1705320764719,210520,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:43,b295-c0283bbb44fa,1705320763904,19900,visa,Pagseguro Internet S.A,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:43,8ec9-3c085a28671c,1705320763552,6790,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:43,ac0e-4513cf0e236d,1705320763282,100,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:42,808f-765b7696a570,1705320762703,11628,mastercard,NU PAGAMENTOS SA,NAO AUTORIZADA,DECLINED
2024-01-15 12:12:42,838e-62656b512983,1705320762323,100000,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:41,ae51-522f9ea08925,1705320761124,100,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:41,aab2-e6f7a43627c8,1705320761013,10410,mastercard,ITAU UNIBANCO S.A.,NAO AUTORIZADA,DECLINED
2024-01-15 12:12:40,8b48-2e6e490ea288,1705320760444,7737,visa,Banco do Brasil S.A.,CONTATE A CENTRAL DO SEU CARTAO,DECLINED
2024-01-15 12:12:40,ae89-0f9de67fbcfa,1705320760261,100,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:40,a369-e3313d24c651,1705320760166,2100,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:39,b514-ac47d7551412,1705320759864,34990,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:39,88b9-f7177d1d42e3,1705320759467,71000,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:38,97f5-32d651dc4bf3,1705320758972,11000,mastercard,NU PAGAMENTOS SA,NAO AUTORIZADA,DECLINED
2024-01-15 12:12:38,8d60-ad0bdbc48ce7,1705320758948,100,mastercard,PAGSEGURO INTERNET LTDA,SUCESSO,PAID
2024-01-15 12:12:38,ba18-39ecdd4a6241,1705320758599,14900,mastercard,BANCO BNP PARIBAS BRASIL S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:38,bc7d-d1c339936494,1705320758463,100,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:37,853a-f1ce8cb7d496,1705320757901,100,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:37,9527-59c7702f6f6d,1705320757270,100,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:36,85b4-639c617e9a01,1705320756994,29880,visa,Banco Bradesco S.A.,VERIFIQUE OS DADOS DO CARTAO,DECLINED
2024-01-15 12:12:36,9722-b5c5d46ba9a9,1705320756388,24900,visa,Pagseguro Internet S.A,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:36,b9a5-3ebf8c67b094,1705320756121,495,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:35,aed6-837032fd1659,1705320755912,45642,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:35,894b-a9cb4de214d8,1705320755557,1000,visa,Pagseguro Internet S.A,SUCESSO,PAID
2024-01-15 12:12:34,9f70-864c95664a58,1705320754878,40672,mastercard,"MIDWAY S.A. - CREDITO, FINANCI",SUCESSO,PAID
2024-01-15 12:12:34,9667-4d9abfacf9af,1705320754791,16790,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:34,9f4c-caf2921c50c6,1705320754293,19900,mastercard,NU PAGAMENTOS SA,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:33,b217-a7c5da8ea155,1705320753613,2000,visa,Banco do Brasil S.A.,VERIFIQUE OS DADOS DO CARTAO,DECLINED
2024-01-15 12:12:33,a80d-1ebadc6f28e0,1705320753522,10000,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:33,9c80-8556b1634301,1705320753432,9900,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:33,991f-09d0789597a9,1705320753016,15000,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:32,8189-64a95f3fd9a6,1705320752426,2000,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:32,8579-e771ab112093,1705320752039,100,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:31,85e0-135e5123c7f3,1705320751819,9900,mastercard,BANCO SANTANDER (BRASIL) S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:31,be98-6dbd556945f5,1705320751602,11000,mastercard,BANCO CSF S/A,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:31,94c8-33d8b332ab1e,1705320751502,100,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:31,95fd-16fd0c283a60,1705320751446,100,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:31,b721-b01b99e4e606,1705320751238,100,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:31,b91c-cb11703d6a5b,1705320751207,8951,mastercard,ITAU UNIBANCO S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:31,8ca8-72a2a2961e8f,1705320751194,11560,mastercard,NU PAGAMENTOS SA,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:31,8bf4-ca7eba741976,1705320751081,100,elo,Facta Financeira SA Credito Finan e Inve,SUCESSO,PAID
2024-01-15 12:12:31,a03d-fc4fbb72cdae,1705320751001,495,mastercard,ITAU UNIBANCO S.A.,TRANSACAO NAO PERMITIDA - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:12:30,856f-8488d9965f26,1705320750879,27191,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:30,b84a-bf9a309d5b1e,1705320750243,13788,visa,Banco Santander S.A.,SUCESSO,PAID
2024-01-15 12:12:29,9558-d6807471fc24,1705320749960,8108,visa,Mercado Pago Instituicao de Pagamento Ltda.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:29,90b6-62b21c022b12,1705320749625,19900,visa,Banco do Brasil S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:29,ad98-127a8cab38f8,1705320749273,5399,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:29,a775-7035908b91c0,1705320749143,35784,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:29,9506-6732a6c67dc7,1705320749097,18515,visa,Banco do Brasil S.A.,ERRO NO CARTAO - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:12:28,8b77-e105bc8368fc,1705320748886,5000,visa,Banco Bradesco S.A.,VERIFIQUE OS DADOS DO CARTAO,DECLINED
2024-01-15 12:12:28,9ff9-9d013b512279,1705320748751,16842,mastercard,BANCO SANTANDER (BRASIL) S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:28,a684-1c61c61a02c9,1705320748419,495,mastercard,ACG INSTITUIC?O DE PAGAMENTO S,SUCESSO,PAID
2024-01-15 12:12:28,91be-2a0809ce25e6,1705320748375,11592,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:27,a941-3d068c992783,1705320747555,9900,visa,Pagseguro Internet S.A,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:26,9f47-fb9de11525ee,1705320746941,495,visa,Banco Bradesco S.A.,SUCESSO,PAID
2024-01-15 12:12:26,b0e8-2a3e7b55aa3e,1705320746908,18234,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:26,b26d-00de8797e980,1705320746012,9900,visa,Itau Unibanco Holding S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:23,a8d8-d70bb30f702f,1705320743926,800,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:23,9b57-d18904c7518e,1705320743670,8951,mastercard,ITAU UNIBANCO S.A.,VERIFIQUE OS DADOS DO CARTAO,DECLINED
2024-01-15 12:12:22,b508-3acc11825f2a,1705320742846,139712,visa,Itau Unibanco Holding S.A.,TRANSACAO NAO PERMITIDA - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:12:22,8593-b778b4fce7f8,1705320742016,111,mastercard,BANCO SANTANDER (BRASIL) S.A.,TRANSACAO NAO PERMITIDA PARA O CARTAO - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:12:21,b4db-f921f138ffdb,1705320741535,27827,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:21,bfdc-c5590b7c05fa,1705320741462,25000,visa,Itau Unibanco Holding S.A.,SUCESSO,PAID
2024-01-15 12:12:21,8ada-5e8ec02768f0,1705320741121,1990,visa,Banco do Estado do Rio Grande do Sul S/A,CONTATE A CENTRAL DO SEU CARTAO,DECLINED
2024-01-15 12:12:20,a9ec-f970638ee380,1705320740448,1000,mastercard,BANCO C6 SA,SUCESSO,PAID
2024-01-15 12:12:20,9559-361341af158c,1705320740325,1990,visa,Banco BV S.A.,VERIFIQUE OS DADOS DO CARTAO,DECLINED
2024-01-15 12:12:20,a8ab-eca288ad9d4e,1705320740182,382965,visa,Banco Bradesco S.A.,NAO AUTORIZADA,DECLINED
2024-01-15 12:12:19,944e-ac0b932c8a01,1705320739956,42183,visa,Mercado Pago Instituicao de Pagamento Ltda.,SUCESSO,PAID
2024-01-15 12:12:19,9267-2c25fc27514d,1705320739786,1990,visa,Banco do Estado do Rio Grande do Sul S/A,CONTATE A CENTRAL DO SEU CARTAO,DECLINED
2024-01-15 12:12:18,b4d3-094b7a4b09e9,1705320738970,41800,visa,Caixa Economica Federal,SUCESSO,PAID
2024-01-15 12:12:18,9fea-5edc3b1953a1,1705320738357,2739,mastercard,BANCO SANTANDER (BRASIL) S.A.,SUCESSO,PAID
2024-01-15 12:12:17,8432-17bc4647b59a,1705320737507,790,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:16,9b92-8e69b0abee0d,1705320736274,200,visa,Banco do Brasil S.A.,CONTATE A CENTRAL DO SEU CARTAO - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:12:16,acf0-609c349eda2e,1705320736259,66000,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:15,b78d-bad526bd1257,1705320735059,45000,visa,Banco Santander S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:14,bf44-863068461780,1705320734801,619805,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:12:14,989c-95d1fe69cde9,1705320734245,2500,visa,Portoseg S.A. Credito Financiamento e Investimento,SUCESSO,PAID
2024-01-15 12:12:14,8274-c92dbf9415de,1705320734006,8108,visa,Mercado Pago Instituicao de Pagamento Ltda.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:13,bf2a-a5505a7c3757,1705320733727,1500,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:13,a22c-42cdc9e12f2b,1705320733642,8951,mastercard,ITAU UNIBANCO S.A.,VERIFIQUE OS DADOS DO CARTAO,DECLINED
2024-01-15 12:12:13,b2ec-597e3d41f093,1705320733301,2450,mastercard,BANCO SANTANDER (BRASIL) S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:12,bb90-8b4dd4eaf91f,1705320732622,24800,mastercard,ACESSO SOLUCOES DE PAGAMENTO S,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:11,b1ae-fe8e9faa5f1c,1705320731894,5900,visa,Banco Bradesco S.A.,CONTATE A CENTRAL DO SEU CARTAO,DECLINED
2024-01-15 12:12:11,8dd0-18694de28287,1705320731732,2800,visa,Banco Santander S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:11,8d4b-2002aa5eda8e,1705320731475,6990,mastercard,BANCO INTER S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:11,b7bc-99fafb79f154,1705320731334,2990,visa,Mercado Pago Instituicao de Pagamento Ltda.,CONTATE A CENTRAL DO SEU CARTAO,DECLINED
2024-01-15 12:12:11,afc8-9e4f25a3d6ef,1705320731209,1000,mastercard,BANCO CSF S/A,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:10,9d1a-f770da8a7f50,1705320730939,18515,visa,Banco do Brasil S.A.,ERRO NO CARTAO - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:12:10,9a4f-a24df4346352,1705320730822,36980,visa,Banco Santander S.A.,SUCESSO,PAID
2024-01-15 12:12:10,8ef2-a6fe5c06ef1a,1705320730780,60863,mastercard,ITAU UNIBANCO S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:10,a7e0-7729bf230fc6,1705320730005,6990,mastercard,BANCO INTER S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:08,9dba-6a5da7357e4e,1705320728742,495,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:12:08,9194-b185f2b098f2,1705320728653,2500,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:08,8508-150c79d2c2f4,1705320728173,8108,visa,Mercado Pago Instituicao de Pagamento Ltda.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:07,bf8e-53b879d54081,1705320727407,60470,mastercard,NU PAGAMENTOS SA,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:07,ba70-668ec4a49376,1705320727284,600,mastercard,BANCO PAN SA,NAO AUTORIZADA,DECLINED
2024-01-15 12:12:06,98ca-5315835b7864,1705320726126,12990,mastercard,PORTOSEG S.A. CREDITO FINANCIA,SUCESSO,PAID
2024-01-15 12:12:05,a582-a6a6860c2d4d,1705320725864,3000,visa,Banco Bradesco S.A.,SUCESSO,PAID
2024-01-15 12:12:05,ac6c-b6e5eb41787e,1705320725498,7680,visa,Itau Unibanco Holding S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:05,a401-b45bc1669000,1705320725196,35000,mastercard,BANCO BRADESCO S.A.,SUCESSO,PAID
2024-01-15 12:12:04,95aa-32d090d81724,1705320724997,21999,mastercard,BANCO COOPERATIVO SICOOB S.A.,NAO AUTORIZADA - TENTE NOVAMENTE MAIS TARDE,DECLINED
2024-01-15 12:12:04,bbdb-57de7398a95a,1705320724536,3900,mastercard,ITAU UNIBANCO S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:03,b1e8-5dd724e0995f,1705320723239,43000,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:12:01,9dbc-3a46d1ce7652,1705320721435,3000,mastercard,BANCO INTER S.A.,SUCESSO,PAID
2024-01-15 12:12:00,a9b9-0e643e693b54,1705320720831,6290,visa,Banco Santander S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:12:00,b8fb-d497e167162f,1705320720642,100,visa,"",SUCESSO,PAID
2024-01-15 12:12:00,b1d8-4e6ad5dab6ba,1705320720100,790,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:59,bed0-800b699c2366,1705320719915,790,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:59,b8c1-96eb74832e7a,1705320719573,2800,visa,Banco Santander S.A.,DESBLOQUEIE O CARTAO,DECLINED
2024-01-15 12:11:59,a9ce-c716b9e538c2,1705320719218,12000,visa,Banco Bradesco S.A.,SUCESSO,PAID
2024-01-15 12:11:58,8654-566bc80f67e8,1705320718439,4900,mastercard,BANCO C6 SA,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:11:56,b5ad-8b6a6b715c1d,1705320716973,9755,mastercard,"WILL FINANCEIRA S.A. CREDITO,",TRANSACAO NAO PERMITIDA PARA O CARTAO - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:11:56,b4d2-415a436490f0,1705320716725,3500,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:56,b927-a286ea05eb65,1705320716612,4140,mastercard,NU PAGAMENTOS SA,NAO AUTORIZADA - TENTE NOVAMENTE USANDO AUTENTICACAO,DECLINED
2024-01-15 12:11:55,937f-75621930dbf4,1705320715133,2000,visa,Banco do Brasil S.A.,SUCESSO,PAID
2024-01-15 12:11:55,9f4c-4b6646b509fb,1705320715010,316,visa,Mercado Pago Instituicao de Pagamento Ltda.,SUCESSO,PAID
2024-01-15 12:11:54,8a6b-4cc13386f02d,1705320714596,3801,mastercard,BANCO C6 SA,NAO AUTORIZADA,DECLINED
2024-01-15 12:11:54,8679-b206ee16df01,1705320714324,26758,visa,Banco XP S.A.,SUCESSO,PAID
2024-01-15 12:11:53,aab7-f401378f4eac,1705320713773,1977,visa,Itau Unibanco Holding S.A.,NAO AUTORIZADA,DECLINED
2024-01-15 12:11:53,9b0f-ac3557fe68a2,1705320713718,2000,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:53,a794-d9935f5e959f,1705320713625,8990,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:11:53,8e4d-28479d06ec38,1705320713326,495,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:52,ae49-d008c75b189a,1705320712437,10349,mastercard,BANCO SANTANDER (BRASIL) S.A.,NAO AUTORIZADA - TENTE NOVAMENTE MAIS TARDE,DECLINED
2024-01-15 12:11:52,8bd0-55b739fd9e32,1705320712330,720,mastercard,ITAU UNIBANCO S.A.,ERRO NO CARTAO - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:11:52,8829-dbc504507b60,1705320712126,6600,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:51,9957-c5302f0195a6,1705320711690,19999,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:11:51,bc8c-61b1b89100d9,1705320711518,16842,mastercard,BANCO SANTANDER (BRASIL) S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:11:51,bc1a-2567ca602abc,1705320711403,2800,visa,Banco Santander S.A.,DESBLOQUEIE O CARTAO,DECLINED
2024-01-15 12:11:50,aeff-2cec32b8cc9f,1705320710823,100529,mastercard,ITAU UNIBANCO S.A.,NAO AUTORIZADA - TENTE NOVAMENTE USANDO AUTENTICACAO,DECLINED
2024-01-15 12:11:50,9c2e-5677e1bcaa1c,1705320710661,23300,mastercard,BANCO SANTANDER (BRASIL) S.A.,SUCESSO,PAID
2024-01-15 12:11:50,9385-d73ccf590ef4,1705320710655,2000,mastercard,ITAU UNIBANCO S.A.,SUCESSO,PAID
2024-01-15 12:11:50,92fd-2cc608275410,1705320710149,2200,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:49,bb38-c627a99ec1ff,1705320709572,81670,visa,St. Thomas Credit Union,TRANSACAO INVALIDA - NAO TENTE NOVAMENTE,DECLINED
2024-01-15 12:11:48,adcb-b26b8e195ad5,1705320708937,24828,elo,Banco do Brasil SA,CONTATE A CENTRAL DO SEU CARTAO,DECLINED
2024-01-15 12:11:48,8caf-8ff901ebf014,1705320708491,179122,mastercard,"BANCO DO BRASIL, S.A.",VALOR EXCEDIDO. CONTATE A CENTRAL DO SEU CARTAO,DECLINED
2024-01-15 12:11:48,bd2e-cd0dc15f6747,1705320708330,10500,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:47,9237-c1708cb1bd00,1705320707777,27240,visa,Banco Santander S.A.,DESBLOQUEIE O CARTAO,DECLINED
2024-01-15 12:11:46,9270-820d4d33b704,1705320706876,495,mastercard,BANCO SANTANDER (BRASIL) S.A.,SUCESSO,PAID
2024-01-15 12:11:46,9b6d-06f2540a2500,1705320706691,3900,mastercard,ITAU UNIBANCO S.A.,NAO AUTORIZADO PELO PAGSEGURO,DECLINED
2024-01-15 12:11:46,a067-b24060c5b569,1705320706520,13944,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:46,b59a-de266ea3e2d0,1705320706056,10000,mastercard,NU PAGAMENTOS SA,SUCESSO,PAID
2024-01-15 12:11:44,8307-bf99716de630,1705320704753,14205,mastercard,BANCO SANTANDER (BRASIL) S.A.,VERIFIQUE OS DADOS DO CARTAO,DECLINED
